#,block,timestamp,protocol_id,user,collateral,debt,deposit,id
24,75607,1686154030,zkLend,0x062b15e65a1e5b1b65b5f15570cde669aa02b17e606ebc667e0309bc59253bcf,{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": -7191478304156717.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 8999247422305284.0}",06d29c7a-7092-435a-9b1d-139aea200257
25,85603,1687169814,zkLend,0x05f61d5f1b5b4f485fc6e355c6b46137c94136f70d7c7a0446ac90802442c0dd,{},{},{},8c507f02-e178-46f3-8a49-24466975345d
26,63610,1685027240,zkLend,0x02db1a8d576b5cac866b43c11b44f4ee8150106b1fce46567fd543503d09a5f0,{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 33551092978967.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 59997974840308.484}",8aea2404-0444-4bca-b920-51f170f03441
27,57612,1684449503,zkLend,0x040d3d9bc588b40cb0e5b97e7adea134e4dea32bc0dcc08ff4e84442169871fa,{},{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 34121.349716157674}",8b7d1a45-f446-4ff6-9554-29350a1ea056
28,59612,1684626391,zkLend,0x01566778cea6c27771b15cb0c00d75a75f710365fc231b6a12d2d61829a5c89f,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 16313997.0}",{},4ecf198c-cbec-4b0f-aaab-bb6debee4f7c
29,59612,1684626391,zkLend,0x02b549ef65b26e236ff8d6a9c988cd077fa311358d5b746334039afaee85d783,"{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 21528997.28861783}",{},"{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 21528997.28861783}",4470548e-9d9e-47a3-8449-103bd82f651a
30,59612,1684626391,zkLend,0x07e522ac331392f1524aa8f89bedaaabb500471811f8fb68af3e1d11a87a9104,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 421897988767450.3}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 421897988767450.3}",388913f8-3d7c-43fa-a67a-9ea376f3057f
31,59612,1684626391,zkLend,0x01c8a4c7661db38b59f10ab88e8e25fd07fbf9e14db1b33120402d46e388bd5d,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 3105618594106283.0}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 3105618594106283.0}",7fdecead-434f-4790-8866-14a4dff9cdba
32,59612,1684626391,zkLend,0x0022b064455c3c84f21d610bad448789f2a061b3de3473661d6ef6e4dcef5146,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 16628991.0}",{},0c3683ed-44b1-4994-bb70-405f185436ba
33,59612,1684626391,zkLend,0x014141ec501f93ad22a74b0fc9dff2deb033aea912de39a2ff8dd4a09d4856ad,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 16501746.0}",{},b720d27d-5b37-45f0-888c-384553f2f81e
34,59612,1684626391,zkLend,0x03d01c93c5fc60caa1b57acceb367e1593a87fefa08e96b7ff7c0a9f4bc1abf8,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 1542760.0}",{},1b0fed5c-c7aa-4e4c-85c2-3c9ec6c9f2f5
35,59612,1684626391,zkLend,0x05adc8f6f70ab519656ac6a3e0720b68f8cbfe50a656ab50bc8995511cb6754a,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 113998047788280.95}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 113998047788280.95}",0b829831-069c-40ec-89f4-eb93b570c21a
36,59612,1684626391,zkLend,0x0075dd0ffe9ae2b5e9d1aa19daf1ecd1e99e7d6898eeea5add935c9b0b478eb1,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": -32327959.0}","{""0x0000000000000000000000000000000000000000000000000069c51c3a65516c"": -4.17404284944524e+75}",22814196-6193-416d-b533-c870859240f6
37,59612,1684626391,zkLend,0x00b12ca9e6eeb969b2295747a9750ff0c3c7a50595ff3fad307ed89ecffa053c,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 7244059641688963.0}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 7244059641688963.0}",8509fbd1-c66f-4b1e-a91a-834a3379e958
38,59612,1684626391,zkLend,0x06b3c97638130ecdd9bb396c1e8c59253762d37bd878c4d15fd82f9c6ea4c340,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 15017449.0}",{},87f45bf1-195b-42b3-92da-2bc0aefdaeb1
39,59612,1684626391,zkLend,0x03e6f95dd0c1dad7dbc00df06b3f98ea0b70c3b7213dbee8c4795ef5f1ee19c8,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 9999828698286534.0}","{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 109983.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 9999828698286534.0, ""0x0000000000000000000000000000000000000000000000000023411618fa1a69"": -4.17404284944524e+75}",0ff2fc2e-32a2-4c3a-baff-94a258bd837d
40,59612,1684626391,zkLend,0x006d14f1dcf6c0173703a1f127757efad5fbb05b8e9d7c09b8408829215da91e,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 999982869828653.5}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 999982869828653.5}",885d2d2e-35f4-45ea-8a9f-cb29e6b99bbd
41,59612,1684626391,zkLend,0x009166e5afbea54582335ee704e2887faaf96c1d2581b9f70ad562c17b4c7904,"{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 15550683.806861384}",{},"{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 15550683.806861384, ""0x0000000000000000000000000000000000000000000000000000000000e3da74"": -5.9343481008916564e+75}",67c8fb3a-cc7b-405a-8b0b-e049092e4a8c
42,59612,1684626391,zkLend,0x0783b1c91fb8602203ef9e4b8b5a2f76d981427c33b60e03a88ebb3c2a8e5414,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 999982867721933.0}","{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 724662.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 999982867721933.0}",6843a6e5-d58d-47a7-b7d1-49d53217a640
43,61611,1684875854,zkLend,0x06af64e8f8c190cb02427761fca3c47c6c210b38105bde5f8dfe8687ef59bea8,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 122997255171472.03}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 122997255171472.03}",4a8a5e09-9339-436a-b37f-a481a7c830b3
44,61611,1684875854,zkLend,0x05edab6a2f2ec49b060a5a2c3b585f519b3aed55cd43c6feccac73338cdb4833,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 499988842160455.44}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 499988842160455.44}",62e5c5f2-ded9-4130-8988-35f3dbd03481
45,59612,1684626391,zkLend,0x004dcf79146caaae58163bc3679ff19653a54f28c0dbff3b48f6cfb32376f338,{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 2.684984147071774e+16}","{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 625961.9187331528}",2ea8913c-03bd-4025-a13a-db250e00e929
46,61611,1684875854,zkLend,0x03c9cbff880281a3457f580f667e78e3e8a9277741273b5979cca28469ea3bde,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 519988395048107.06}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 519988395048107.06}",2d3602af-0f8e-4ed4-81e3-d573b33f257d
47,61611,1684875854,zkLend,0x0043cc9f78a97ee58a67faaf7558a6113f3ded96899909fee140c382d300b922,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 1.2629718133572292e+16}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 1.2629718133572292e+16, ""0x000000000000000000000000000000000000000000000000002cddc3559d4400"": -4.17404284944524e+75}",71868ee5-4908-460d-b658-7006c142913d
48,61611,1684875854,zkLend,0x04ec9f751c4f16279a56afcd2a834009e395d611d3d45c7b0634cc95e1167883,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 1.6199638427682366e+16}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 1.6199638427682366e+16, ""0x00000000000000000000000000000000000000000000000000398bfec4126000"": -4.17404284944524e+75}",543bd4d9-b42c-432e-9034-3141fa6ad077
49,61611,1684875854,zkLend,0x04149d3dc55c5547130a952c843143ad06c8b9975b93fdde67fe5d02da7f8ca3,"{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 11807102.361621851}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 0.0}","{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 11807102.361621851, ""0x0000000000000000000000000000000000000000000000000000000000b43858"": -5.9343481008916564e+75}",005967ef-576c-4af1-aa83-d6c53f023c37
50,61611,1684875854,zkLend,0x01c0b416dc591d6869b1a843c7c2ccd9e1f3d132915d2424ff9e99a76374b2a1,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 529988169655133.4}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 529988169655133.4}",68fbc104-a05f-4b90-b0c8-2efa962bb215
51,61611,1684875854,zkLend,0x0414612b30a448d7547b8e307c08380d80256d24ba32ef13fbf3004b8d1c0127,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 1733777018152083.2}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 1733777018152083.2}",38202a9d-961d-4597-9c99-b78408e79b13
52,61611,1684875854,zkLend,0x034f10f63672626fb1719ff31b948d0f98f1605fbd79889749133992ea2982ae,"{""0x03fe2b97c1fd336e750087d68b9b867997fd64a2661ff3ca5a7c771641e8e7ac"": 0.0, ""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 0.0, ""0x00da114221cb83fa859dbdb4c44beeaa0bb37c7537ad5ae66fe5e0efd20e6eb3"": 0.0, ""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 0.0, ""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 0.0}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 0.0, ""0x00da114221cb83fa859dbdb4c44beeaa0bb37c7537ad5ae66fe5e0efd20e6eb3"": 0.0, ""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 0.0, ""0x03fe2b97c1fd336e750087d68b9b867997fd64a2661ff3ca5a7c771641e8e7ac"": 0.0, ""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 0.0}",d5bc36e0-8e71-47d0-bdc1-cfa7f81673d8
53,61611,1684875854,zkLend,0x047995626ddd0043523da0a25d6fc7b6cb9700e168c9288e28bef204cd2065b6,{},{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 4999888413924106.0}",863e2810-91da-4ceb-a8e7-053f4b8855ed
54,85603,1687169814,zkLend,0x060d4b837062a60a5668f44bda5abf329cee185fccbb1e72f96e0914f21f2499,{},{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 99962856.01549998}",4c27b1d6-a112-4c15-b6ea-5ec664ab67ba
55,59612,1684626391,zkLend,0x0212072728239a357fe4ecbbf24537322915d64d93b03e20b4d2f06b88d9b761,{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": -1.588599229238132e+16}","{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 1464686.094966671}",9de887cc-2899-42e3-a49b-13e1c6e7e1bd
56,61611,1684875854,zkLend,0x006dafad566e06f656027bb46c32ad4b065777905eca7cda5a890bc77b9051dc,{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": -2719947840475234.0}","{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 88570006.7596581}",75905a23-f707-4f48-95eb-e1e649d2e232
57,81604,1686676010,zkLend,0x028ad0710469c4fd6167a44a1192e785155bedfbc8fd6bb45b77eb4e9b3d552d,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 4.324884341693242e+16}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 4.324884341693242e+16}",2ab2f622-65a2-46d9-b93d-8ab4063579ce
58,87603,1687430027,zkLend,0x02094e9e2f307b938c6e0317b6ad726c4cf7120ea23490bfa8a6bba1f5876f17,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 0.0}","{""0x00000000000000000000000000000000000000000000000000a87b1a04d55168"": -4.17404284944524e+75}",4d508da1-e12b-4fc4-a9c1-44f66a84c401
59,81604,1686676010,zkLend,0x033878d42af615430f94b209b4050a6c0bfbeb695053fd8ef84ab637fff74b7c,{},{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 2040601247872122.0}",58668808-f885-4166-9a54-3d18432a999f
60,61611,1684875854,zkLend,0x0146664998753c30c70f1ed76ee23c8dbc35b2b19f6d58962df5c0bce38a177a,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 3.499921865449341e+16}","{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 0.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 3.499921865449341e+16}",73736b5b-0e92-4c16-b917-7a5cf75bf73d
61,61611,1684875854,zkLend,0x03f2985089e790e1550eaa5a02068bbc188c79720ee513670d1d47234020d4aa,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 35999196261683.39}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 35999196261683.39}",090d5ce8-5616-4b3a-a5d1-734e1add5a96
62,59612,1684626391,zkLend,0x07bab7ba876ed300ddec11bde9811ed2978bf1df6574b2e688e466a48c87e335,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": -7960037.0}",{},5480a9ba-2e07-4f9f-9c9a-835a0cfa138a
63,99603,1688846108,zkLend,0x072d236cb5708128eb07a35bcd1d41d58aea48f2a46240f1806f1bd5b7b9250d,"{""0x00da114221cb83fa859dbdb4c44beeaa0bb37c7537ad5ae66fe5e0efd20e6eb3"": 1.0562186673181542e+19}",{},"{""0x00da114221cb83fa859dbdb4c44beeaa0bb37c7537ad5ae66fe5e0efd20e6eb3"": 1.0562186673181542e+19}",85388237-f72c-4b04-bcba-b9d948793aa3
64,85603,1687169814,zkLend,0x0621ef3c36b0cb9643b0262a13838f0b7039595a291e53702266750cc2787e0d,"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 867954252.1936822}",{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 867954252.1936822, ""0x0000000000000000000000000000000000000000000000000000000033c13ddd"": -4.737153647675251e+75}",11bfea8f-8948-4884-a537-bdc554d8af5c
65,59612,1684626391,zkLend,0x028d0cb0f87e7aea15064d6d35bc8282279e4c5e2f9800c252a00001dd61735d,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 15130115.0}",{},0ec3a5d6-e1e1-48ad-90dc-82ecc2467024
66,59612,1684626391,zkLend,0x0577d9adbe6691d59b8cff768ab5d4bce8bd0a7aac9ecfd8dcdbcf608d16c491,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 19321118.0}",{},95f0b4f9-b294-48fa-a68c-2fb0058cfec6
67,59612,1684626391,zkLend,0x034a7e18986ac4a34c6ea3dd7dd5fdb4669c65f9d7cc9a552aa5de827e1f015b,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 18833276.0}",{},368a5df1-100b-4f4a-a079-864c51b8c5d1
